0	0	0	0	0	0	459	468	0	0	0	0	0	0	0.98077	7	7
0	0	0	339	0	0	0	351	0	0	0	0.96581	0	0	0	4	4
0	0	379	5	0	198	376	1139	0	0	0.33275	0.0043898	0	0.17384	0.33011	0	3
517	0	0	0	0	3	6	547	0.94516	0	0	0	0	0.0054845	0.010969	1	1
1	0	0	0	306	0	0	327	0.0030581	0	0	0	0.93578	0	0	5	5
735	0	188	0	539	0	0	1667	0.44091	0	0.11278	0	0.32334	0	0	1	1
516	0	217	0	0	212	999	2132	0.24203	0	0.10178	0	0	0.099437	0.46857	7	7
24	0	847	0	833	0	228	2173	0.011045	0	0.38978	0	0.38334	0	0.10492	0	3
15	0	0	0	0	31	328	415	0.036145	0	0	0	0	0.074699	0.79036	7	7
1159	0	178	0	0	0	0	1505	0.7701	0	0.11827	0	0	0	0	1	1
0	0	0	2	619	0	480	1328	0	0	0	0.001506	0.46611	0	0.36145	5	5
869	0	0	0	0	0	6	956	0.909	0	0	0	0	0	0.0062762	1	1
0	0	0	0	340	0	425	912	0	0	0	0	0.37281	0	0.46601	7	7
55	0	163	0	464	0	964	1899	0.028963	0	0.085835	0	0.24434	0	0.50764	7	7
260	0	0	0	23	0	0	291	0.89347	0	0	0	0.079038	0	0	1	1
0	410	16	122	0	0	0	568	0	0.72183	0.028169	0.21479	0	0	0	2	2
0	0	91	215	0	245	239	880	0	0	0.10341	0.24432	0	0.27841	0.27159	0	6
0	0	0	0	0	0	266	296	0	0	0	0	0	0	0.89865	7	7
0	0	0	52	0	17	493	676	0	0	0	0.076923	0	0.025148	0.72929	7	7
350	0	0	0	0	0	0	434	0.80645	0	0	0	0	0	0	1	1
0	1057	553	48	0	96	0	1925	0	0.54909	0.28727	0.024935	0	0.04987	0	2	2
0	83	0	248	0	282	41	700	0	0.11857	0	0.35429	0	0.40286	0.058571	6	6
0	1473	585	107	0	0	20	2652	0	0.55543	0.22059	0.040347	0	0	0.0075415	2	2
182	10	312	131	0	241	719	1674	0.10872	0.0059737	0.18638	0.078256	0	0.14397	0.42951	7	7
0	0	0	69	0	0	375	466	0	0	0	0.14807	0	0	0.80472	7	7
0	0	0	771	35	605	875	2512	0	0	0	0.30693	0.013933	0.24084	0.34833	0	7
0	164	448	868	0	2	1944	3955	0	0.041466	0.11327	0.21947	0	0.00050569	0.49153	7	7
358	9	968	0	0	252	0	1943	0.18425	0.004632	0.4982	0	0	0.1297	0	3	3
0	615	0	268	196	0	727	1980	0	0.31061	0	0.13535	0.09899	0	0.36717	0	7
0	244	147	506	0	203	443	1643	0	0.14851	0.08947	0.30797	0	0.12355	0.26963	0	4
0	0	0	0	31	0	20	91	0	0	0	0	0.34066	0	0.21978	0	5
0	0	0	0	350	0	0	371	0	0	0	0	0.9434	0	0	5	5
0	242	0	1	0	0	0	248	0	0.97581	0	0.0040323	0	0	0	2	2
0	210	0	707	28	0	158	1307	0	0.16067	0	0.54093	0.021423	0	0.12089	4	4
73	0	99	0	0	0	0	9600	0.0076042	0	0.010313	0	0	0	0	0	0
0	0	0	0	0	0	0	1437	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	597	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	803	0	0	0	0.0012453	0	0	0	0	0
0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0
16	0	0	0	0	0	0	735	0.021769	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0
0	0	0	0	4	0	0	105	0	0	0	0	0.038095	0	0	0	0
0	0	0	0	0	0	0	1325	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	570	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	813	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0
23	0	0	0	0	0	0	654	0.035168	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0
0	0	0	187	0	0	213	463	0	0	0	0.40389	0	0	0.46004	7	7
0	0	0	95	0	287	0	424	0	0	0	0.22406	0	0.67689	0	6	6
